album,upc,title,track,isrc
"Undecidable",885767506688,"Opus 1",1,QMYYH1100001
"Undecidable",885767506688,"Opus 2",2,QMYYH1100002
"Undecidable",885767506688,"Sample and Hold 2",3,QMYYH1100003
"Undecidable",885767506688,"Segnahc Cigam",4,QMYYH1100004
"Undecidable",885767506688,"Sample and Hold 1",5,QMYYH1100005
"Undecidable",885767506688,"Opus 6",6,QMYYH1100006
