album,upc,title,track,isrc
"Digitalis",198025865497,"Digitalis in C Minor",1,QZXKT2300092
"Digitalis",198025865497,"Poison",2,QZXKT2300093
"Digitalis",198025865497,"Synaesthesia",3,QZXKT2300094
"Digitalis",198025865497,"Chromatic Parrots",4,QZXKT2300095
"Digitalis",198025865497,"Shuffle Off",5,QZXKT2300096
"Digitalis",198025865497,"Tethyc Tempo",6,QZXKT2300097
"Digitalis",198025865497,"Tethyc Melody",7,QZXKT2300098
"Digitalis",198025865497,"Arise, Fair Sun",8,QZXKT2300099
